"","code","coding_system","description","entity","list_name","upload_date","notes"
"257","B18y.00","Read","Malignant neoplasm of specified parts of peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"258","B18y100","Read","Malignant neoplasm of mesocaecum","diagnostic","6 - Cancer","2013-10-31","required"
"259","B18y200","Read","Malignant neoplasm of mesorectum","diagnostic","6 - Cancer","2013-10-31","required"
"260","B18y300","Read","Malignant neoplasm of omentum","diagnostic","6 - Cancer","2013-10-31","required"
"261","B18y400","Read","Malignant neoplasm of parietal peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"262","B18y500","Read","Malignant neoplasm of pelvic peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"263","B18y600","Read","Malignant neoplasm of the pouch of Douglas","diagnostic","6 - Cancer","2013-10-31","required"
"264","B18y700","Read","Malignant neoplasm of mesentery","diagnostic","6 - Cancer","2013-10-31","required"
"265","B18yz00","Read","Malignant neoplasm of specified parts of peritoneum NOS","diagnostic","6 - Cancer","2013-10-31","required"
"266","B18z.00","Read","Malignant neoplasm of retroperitoneum and peritoneum NOS","diagnostic","6 - Cancer","2013-10-31","required"
"267","B1z..00","Read","Malig neop oth/ill-defined sites digestive tract/peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"268","B1z0.00","Read","Malignant neoplasm of intestinal tract; part unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"269","B1z0.11","Read","Cancer of bowel","diagnostic","6 - Cancer","2013-10-31","required"
"270","B1z1.00","Read","Malignant neoplasm of spleen NEC","diagnostic","6 - Cancer","2013-10-31","required"
"271","B1z1100","Read","Fibrosarcoma of spleen","diagnostic","6 - Cancer","2013-10-31","required"
"272","B1z1z00","Read","Malignant neoplasm of spleen NOS","diagnostic","6 - Cancer","2013-10-31","required"
"273","B1z2.00","Read","Malignant neoplasm; overlapping lesion of digestive system","diagnostic","6 - Cancer","2013-10-31","required"
"274","B1zy.00","Read","Malignant neoplasm other spec digestive tract and peritoneum","diagnostic","6 - Cancer","2013-10-31","required"
"275","B1zz.00","Read","Malignant neoplasm of digestive tract and peritoneum NOS","diagnostic","6 - Cancer","2013-10-31","required"
"276","B2...00","Read","Malig neop of respiratory tract and intrathoracic organs","diagnostic","6 - Cancer","2013-10-31","required"
"277","B20..00","Read","Malig neop nasal cavities; middle ear and accessory sinuses","diagnostic","6 - Cancer","2013-10-31","required"
"278","B200.00","Read","Malignant neoplasm of nasal cavities","diagnostic","6 - Cancer","2013-10-31","required"
"279","B200000","Read","Malignant neoplasm of cartilage of nose","diagnostic","6 - Cancer","2013-10-31","required"
"280","B200100","Read","Malignant neoplasm of nasal conchae","diagnostic","6 - Cancer","2013-10-31","required"
"281","B200200","Read","Malignant neoplasm of septum of nose","diagnostic","6 - Cancer","2013-10-31","required"
"282","B200300","Read","Malignant neoplasm of vestibule of nose","diagnostic","6 - Cancer","2013-10-31","required"
"283","B200z00","Read","Malignant neoplasm of nasal cavities NOS","diagnostic","6 - Cancer","2013-10-31","required"
"284","B201.00","Read","Malig neop auditory tube; middle ear and mastoid air cells","diagnostic","6 - Cancer","2013-10-31","required"
"285","B201100","Read","Malignant neoplasm of tympanic cavity","diagnostic","6 - Cancer","2013-10-31","required"
"286","B201200","Read","Malignant neoplasm of tympanic antrum","diagnostic","6 - Cancer","2013-10-31","required"
"287","B201300","Read","Malignant neoplasm of mastoid air cells","diagnostic","6 - Cancer","2013-10-31","required"
"288","B201z00","Read","Malig neop auditory tube; middle ear; mastoid air cells NOS","diagnostic","6 - Cancer","2013-10-31","required"
"289","B202.00","Read","Malignant neoplasm of maxillary sinus","diagnostic","6 - Cancer","2013-10-31","required"
"290","B203.00","Read","Malignant neoplasm of ethmoid sinus","diagnostic","6 - Cancer","2013-10-31","required"
"291","B204.00","Read","Malignant neoplasm of frontal sinus","diagnostic","6 - Cancer","2013-10-31","required"
"292","B205.00","Read","Malignant neoplasm of sphenoidal sinus","diagnostic","6 - Cancer","2013-10-31","required"
"293","B206.00","Read","Malignant neoplasm; overlapping lesion of accessory sinuses","diagnostic","6 - Cancer","2013-10-31","required"
"294","B20y.00","Read","Malig neop other site nasal cavity; middle ear and sinuses","diagnostic","6 - Cancer","2013-10-31","required"
"295","B20z.00","Read","Malignant neoplasm of accessory sinus NOS","diagnostic","6 - Cancer","2013-10-31","required"
"296","B21..00","Read","Malignant neoplasm of larynx","diagnostic","6 - Cancer","2013-10-31","required"
"297","B210.00","Read","Malignant neoplasm of glottis","diagnostic","6 - Cancer","2013-10-31","required"
"298","B2...11","Read","Carcinoma of respiratory tract and intrathoracic organs","diagnostic","6 - Cancer","2013-10-31","required"
"299","B211.00","Read","Malignant neoplasm of supraglottis","diagnostic","6 - Cancer","2013-10-31","required"
"300","B212.00","Read","Malignant neoplasm of subglottis","diagnostic","6 - Cancer","2013-10-31","required"
"301","B213.00","Read","Malignant neoplasm of laryngeal cartilage","diagnostic","6 - Cancer","2013-10-31","required"
"302","B213000","Read","Malignant neoplasm of arytenoid cartilage","diagnostic","6 - Cancer","2013-10-31","required"
"303","B213100","Read","Malignant neoplasm of cricoid cartilage","diagnostic","6 - Cancer","2013-10-31","required"
"304","B213300","Read","Malignant neoplasm of thyroid cartilage","diagnostic","6 - Cancer","2013-10-31","required"
"305","B213z00","Read","Malignant neoplasm of laryngeal cartilage NOS","diagnostic","6 - Cancer","2013-10-31","required"
"306","B214.00","Read","Malignant neoplasm; overlapping lesion of larynx","diagnostic","6 - Cancer","2013-10-31","required"
"307","B215.00","Read","Malignant neoplasm of epiglottis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"308","B21y.00","Read","Malignant neoplasm of larynx; other specified site","diagnostic","6 - Cancer","2013-10-31","required"
"309","B21z.00","Read","Malignant neoplasm of larynx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"310","B22..00","Read","Malignant neoplasm of trachea; bronchus and lung","diagnostic","6 - Cancer","2013-10-31","required"
"311","B220.00","Read","Malignant neoplasm of trachea","diagnostic","6 - Cancer","2013-10-31","required"
"312","B220100","Read","Malignant neoplasm of mucosa of trachea","diagnostic","6 - Cancer","2013-10-31","required"
"313","B220z00","Read","Malignant neoplasm of trachea NOS","diagnostic","6 - Cancer","2013-10-31","required"
"314","B221.00","Read","Malignant neoplasm of main bronchus","diagnostic","6 - Cancer","2013-10-31","required"
"315","B221000","Read","Malignant neoplasm of carina of bronchus","diagnostic","6 - Cancer","2013-10-31","required"
"316","B221100","Read","Malignant neoplasm of hilus of lung","diagnostic","6 - Cancer","2013-10-31","required"
"317","B221z00","Read","Malignant neoplasm of main bronchus NOS","diagnostic","6 - Cancer","2013-10-31","required"
"318","B222.00","Read","Malignant neoplasm of upper lobe; bronchus or lung","diagnostic","6 - Cancer","2013-10-31","required"
"319","B222000","Read","Malignant neoplasm of upper lobe bronchus","diagnostic","6 - Cancer","2013-10-31","required"
"320","B222100","Read","Malignant neoplasm of upper lobe of lung","diagnostic","6 - Cancer","2013-10-31","required"
"321","B222.11","Read","Pancoast's syndrome","diagnostic","6 - Cancer","2013-10-31","required"
"322","B222z00","Read","Malignant neoplasm of upper lobe; bronchus or lung NOS","diagnostic","6 - Cancer","2013-10-31","required"
"323","B223.00","Read","Malignant neoplasm of middle lobe; bronchus or lung","diagnostic","6 - Cancer","2013-10-31","required"
"324","B223000","Read","Malignant neoplasm of middle lobe bronchus","diagnostic","6 - Cancer","2013-10-31","required"
"325","B223100","Read","Malignant neoplasm of middle lobe of lung","diagnostic","6 - Cancer","2013-10-31","required"
"326","B223z00","Read","Malignant neoplasm of middle lobe; bronchus or lung NOS","diagnostic","6 - Cancer","2013-10-31","required"
"327","B224.00","Read","Malignant neoplasm of lower lobe; bronchus or lung","diagnostic","6 - Cancer","2013-10-31","required"
"328","B224000","Read","Malignant neoplasm of lower lobe bronchus","diagnostic","6 - Cancer","2013-10-31","required"
"329","B224100","Read","Malignant neoplasm of lower lobe of lung","diagnostic","6 - Cancer","2013-10-31","required"
"330","B224z00","Read","Malignant neoplasm of lower lobe; bronchus or lung NOS","diagnostic","6 - Cancer","2013-10-31","required"
"331","B225.00","Read","Malignant neoplasm of overlapping lesion of bronchus & lung","diagnostic","6 - Cancer","2013-10-31","required"
"332","B226.00","Read","Mesothelioma","diagnostic","6 - Cancer","2013-10-31","required"
"333","B22y.00","Read","Malignant neoplasm of other sites of bronchus or lung","diagnostic","6 - Cancer","2013-10-31","required"
"334","B22z.00","Read","Malignant neoplasm of bronchus or lung NOS","diagnostic","6 - Cancer","2013-10-31","required"
"335","B22z.11","Read","Lung cancer","diagnostic","6 - Cancer","2013-10-31","required"
"336","B23..00","Read","Malignant neoplasm of pleura","diagnostic","6 - Cancer","2013-10-31","required"
"337","B230.00","Read","Malignant neoplasm of parietal pleura","diagnostic","6 - Cancer","2013-10-31","required"
"338","B232.00","Read","Mesothelioma of pleura","diagnostic","6 - Cancer","2013-10-31","required"
"339","B23y.00","Read","Malignant neoplasm of other specified pleura","diagnostic","6 - Cancer","2013-10-31","required"
"340","B23z.00","Read","Malignant neoplasm of pleura NOS","diagnostic","6 - Cancer","2013-10-31","required"
"341","B24..00","Read","Malignant neoplasm of thymus; heart and mediastinum","diagnostic","6 - Cancer","2013-10-31","required"
"342","B240.00","Read","Malignant neoplasm of thymus","diagnostic","6 - Cancer","2013-10-31","required"
"343","B241.00","Read","Malignant neoplasm of heart","diagnostic","6 - Cancer","2013-10-31","required"
"344","B241000","Read","Malignant neoplasm of endocardium","diagnostic","6 - Cancer","2013-10-31","required"
"345","B241200","Read","Malignant neoplasm of myocardium","diagnostic","6 - Cancer","2013-10-31","required"
"346","B241300","Read","Malignant neoplasm of pericardium","diagnostic","6 - Cancer","2013-10-31","required"
"347","B241400","Read","Mesothelioma of pericardium","diagnostic","6 - Cancer","2013-10-31","required"
"348","B241z00","Read","Malignant neoplasm of heart NOS","diagnostic","6 - Cancer","2013-10-31","required"
"349","B242.00","Read","Malignant neoplasm of anterior mediastinum","diagnostic","6 - Cancer","2013-10-31","required"
"350","B243.00","Read","Malignant neoplasm of posterior mediastinum","diagnostic","6 - Cancer","2013-10-31","required"
"351","B24X.00","Read","Malignant neoplasm of mediastinum; part unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"352","B24y.00","Read","Malig neop of other site of heart; thymus and mediastinum","diagnostic","6 - Cancer","2013-10-31","required"
"353","B24z.00","Read","Malignant neoplasm of heart; thymus and mediastinum NOS","diagnostic","6 - Cancer","2013-10-31","required"
"354","B25..00","Read","Malig neo; overlapping lesion of heart; mediastinum & pleura","diagnostic","6 - Cancer","2013-10-31","required"
"355","B26..00","Read","Malignant neoplasm; overlap lesion of resp & intrathor orgs","diagnostic","6 - Cancer","2013-10-31","required"
"356","B2z..00","Read","Malig neop other/ill-defined sites resp/intrathoracic organs","diagnostic","6 - Cancer","2013-10-31","required"
"357","B2z0.00","Read","Malig neop of upper respiratory tract; part unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"358","B2zy.00","Read","Malignant neoplasm of other site of respiratory tract","diagnostic","6 - Cancer","2013-10-31","required"
"359","B2zz.00","Read","Malignant neoplasm of respiratory tract NOS","diagnostic","6 - Cancer","2013-10-31","required"
"360","B3...00","Read","Malig neop of bone; connective tissue; skin and breast","diagnostic","6 - Cancer","2013-10-31","required"
"361","B30..00","Read","Malignant neoplasm of bone and articular cartilage","diagnostic","6 - Cancer","2013-10-31","required"
"362","B300.00","Read","Malignant neoplasm of bones of skull and face","diagnostic","6 - Cancer","2013-10-31","required"
"363","B300000","Read","Malignant neoplasm of ethmoid bone","diagnostic","6 - Cancer","2013-10-31","required"
"364","B300100","Read","Malignant neoplasm of frontal bone","diagnostic","6 - Cancer","2013-10-31","required"
"365","B300200","Read","Malignant neoplasm of malar bone","diagnostic","6 - Cancer","2013-10-31","required"
"366","B300300","Read","Malignant neoplasm of nasal bone","diagnostic","6 - Cancer","2013-10-31","required"
"367","B300400","Read","Malignant neoplasm of occipital bone","diagnostic","6 - Cancer","2013-10-31","required"
"368","B300500","Read","Malignant neoplasm of orbital bone","diagnostic","6 - Cancer","2013-10-31","required"
"369","B300600","Read","Malignant neoplasm of parietal bone","diagnostic","6 - Cancer","2013-10-31","required"
"370","B300700","Read","Malignant neoplasm of sphenoid bone","diagnostic","6 - Cancer","2013-10-31","required"
"371","B300800","Read","Malignant neoplasm of temporal bone","diagnostic","6 - Cancer","2013-10-31","required"
"372","B300900","Read","Malignant neoplasm of zygomatic bone","diagnostic","6 - Cancer","2013-10-31","required"
"373","B300A00","Read","Malignant neoplasm of maxilla","diagnostic","6 - Cancer","2013-10-31","required"
"374","B300B00","Read","Malignant neoplasm of turbinate","diagnostic","6 - Cancer","2013-10-31","required"
"375","B300C00","Read","Malignant neoplasm of vomer","diagnostic","6 - Cancer","2013-10-31","required"
"376","B300z00","Read","Malignant neoplasm of bones of skull and face NOS","diagnostic","6 - Cancer","2013-10-31","required"
"377","B301.00","Read","Malignant neoplasm of mandible","diagnostic","6 - Cancer","2013-10-31","required"
"378","B30..11","Read","Chondroma","diagnostic","6 - Cancer","2013-10-31","required"
"379","B30..12","Read","Osteoma","diagnostic","6 - Cancer","2013-10-31","required"
"380","B302.00","Read","Malignant neoplasm of vertebral column","diagnostic","6 - Cancer","2013-10-31","required"
"381","B302000","Read","Malignant neoplasm of cervical vertebra","diagnostic","6 - Cancer","2013-10-31","required"
"382","B302100","Read","Malignant neoplasm of thoracic vertebra","diagnostic","6 - Cancer","2013-10-31","required"
"383","B302200","Read","Malignant neoplasm of lumbar vertebra","diagnostic","6 - Cancer","2013-10-31","required"
"384","B302z00","Read","Malignant neoplasm of vertebral column NOS","diagnostic","6 - Cancer","2013-10-31","required"
"385","B303.00","Read","Malignant neoplasm of ribs; sternum and clavicle","diagnostic","6 - Cancer","2013-10-31","required"
"386","B303000","Read","Malignant neoplasm of rib","diagnostic","6 - Cancer","2013-10-31","required"
"387","B303100","Read","Malignant neoplasm of sternum","diagnostic","6 - Cancer","2013-10-31","required"
"388","B303200","Read","Malignant neoplasm of clavicle","diagnostic","6 - Cancer","2013-10-31","required"
"389","B303300","Read","Malignant neoplasm of costal cartilage","diagnostic","6 - Cancer","2013-10-31","required"
"390","B303400","Read","Malignant neoplasm of costo-vertebral joint","diagnostic","6 - Cancer","2013-10-31","required"
"391","B303500","Read","Malignant neoplasm of xiphoid process","diagnostic","6 - Cancer","2013-10-31","required"
"392","B303z00","Read","Malignant neoplasm of rib; sternum and clavicle NOS","diagnostic","6 - Cancer","2013-10-31","required"
"393","B304.00","Read","Malignant neoplasm of scapula and long bones of upper arm","diagnostic","6 - Cancer","2013-10-31","required"
"394","B304000","Read","Malignant neoplasm of scapula","diagnostic","6 - Cancer","2013-10-31","required"
"395","B304200","Read","Malignant neoplasm of humerus","diagnostic","6 - Cancer","2013-10-31","required"
"396","B304300","Read","Malignant neoplasm of radius","diagnostic","6 - Cancer","2013-10-31","required"
"397","B304400","Read","Malignant neoplasm of ulna","diagnostic","6 - Cancer","2013-10-31","required"
"398","B304z00","Read","Malig neop of scapula and long bones of upper arm NOS","diagnostic","6 - Cancer","2013-10-31","required"
"399","B305.00","Read","Malignant neoplasm of hand bones","diagnostic","6 - Cancer","2013-10-31","required"
"400","B305000","Read","Malignant neoplasm of carpal bone - scaphoid","diagnostic","6 - Cancer","2013-10-31","required"
"401","B305100","Read","Malignant neoplasm of carpal bone - lunate","diagnostic","6 - Cancer","2013-10-31","required"
"402","B305.12","Read","Malignant neoplasm of metacarpal bones","diagnostic","6 - Cancer","2013-10-31","required"
"403","B305C00","Read","Malignant neoplasm of fifth metacarpal bone","diagnostic","6 - Cancer","2013-10-31","required"
"404","B305D00","Read","Malignant neoplasm of phalanges of hand","diagnostic","6 - Cancer","2013-10-31","required"
"405","B305z00","Read","Malignant neoplasm of hand bones NOS","diagnostic","6 - Cancer","2013-10-31","required"
"406","B306.00","Read","Malignant neoplasm of pelvic bones; sacrum and coccyx","diagnostic","6 - Cancer","2013-10-31","required"
"407","B306000","Read","Malignant neoplasm of ilium","diagnostic","6 - Cancer","2013-10-31","required"
"408","B306100","Read","Malignant neoplasm of ischium","diagnostic","6 - Cancer","2013-10-31","required"
"409","B306200","Read","Malignant neoplasm of pubis","diagnostic","6 - Cancer","2013-10-31","required"
"410","B306300","Read","Malignant neoplasm of sacral vertebra","diagnostic","6 - Cancer","2013-10-31","required"
"411","B306400","Read","Malignant neoplasm of coccygeal vertebra","diagnostic","6 - Cancer","2013-10-31","required"
"412","B306500","Read","Malignant sacral teratoma","diagnostic","6 - Cancer","2013-10-31","required"
"413","B306z00","Read","Malignant neoplasm of pelvis; sacrum or coccyx NOS","diagnostic","6 - Cancer","2013-10-31","required"
"414","B307.00","Read","Malignant neoplasm of long bones of leg","diagnostic","6 - Cancer","2013-10-31","required"
"415","B307000","Read","Malignant neoplasm of femur","diagnostic","6 - Cancer","2013-10-31","required"
"416","B307100","Read","Malignant neoplasm of fibula","diagnostic","6 - Cancer","2013-10-31","required"
"417","B307200","Read","Malignant neoplasm of tibia","diagnostic","6 - Cancer","2013-10-31","required"
"418","B307z00","Read","Malignant neoplasm of long bones of leg NOS","diagnostic","6 - Cancer","2013-10-31","required"
"419","B308100","Read","Malignant neoplasm of talus","diagnostic","6 - Cancer","2013-10-31","required"
"420","B308200","Read","Malignant neoplasm of calcaneum","diagnostic","6 - Cancer","2013-10-31","required"
"421","B308300","Read","Malignant neoplasm of medial cuneiform","diagnostic","6 - Cancer","2013-10-31","required"
"422","B308800","Read","Malignant neoplasm of first metatarsal bone","diagnostic","6 - Cancer","2013-10-31","required"
"423","B308B00","Read","Malignant neoplasm of fourth metatarsal bone","diagnostic","6 - Cancer","2013-10-31","required"
"424","B308D00","Read","Malignant neoplasm of phalanges of foot","diagnostic","6 - Cancer","2013-10-31","required"
"425","B308z00","Read","Malignant neoplasm of short bones of leg NOS","diagnostic","6 - Cancer","2013-10-31","required"
"426","B30W.00","Read","Malignant neoplasm/overlap lesion/bone+articulr cartilage","diagnostic","6 - Cancer","2013-10-31","required"
"427","B30X.00","Read","Malignant neoplasm/bones+articular cartilage/limb;unspfd","diagnostic","6 - Cancer","2013-10-31","required"
"428","B30z.00","Read","Malignant neoplasm of bone and articular cartilage NOS","diagnostic","6 - Cancer","2013-10-31","required"
"429","B30z000","Read","Osteosarcoma","diagnostic","6 - Cancer","2013-10-31","required"
"430","B31..00","Read","Malignant neoplasm of connective and other soft tissue","diagnostic","6 - Cancer","2013-10-31","required"
"431","B310.00","Read","Malig neop of connective and soft tissue head; face and neck","diagnostic","6 - Cancer","2013-10-31","required"
"432","B310000","Read","Malignant neoplasm of soft tissue of head","diagnostic","6 - Cancer","2013-10-31","required"
"433","B310100","Read","Malignant neoplasm of soft tissue of face","diagnostic","6 - Cancer","2013-10-31","required"
"434","B310200","Read","Malignant neoplasm of soft tissue of neck","diagnostic","6 - Cancer","2013-10-31","required"
"435","B310300","Read","Malignant neoplasm of cartilage of ear","diagnostic","6 - Cancer","2013-10-31","required"
"436","B310400","Read","Malignant neoplasm of tarsus of eyelid","diagnostic","6 - Cancer","2013-10-31","required"
"437","B310z00","Read","Malig neop connective and soft tissue head; face; neck NOS","diagnostic","6 - Cancer","2013-10-31","required"
"438","B3...11","Read","Carcinoma of bone; connective tissue; skin and breast","diagnostic","6 - Cancer","2013-10-31","required"
"439","B311.00","Read","Malig neop connective and soft tissue upper limb/shoulder","diagnostic","6 - Cancer","2013-10-31","required"
"440","B311000","Read","Malignant neoplasm of connective and soft tissue of shoulder","diagnostic","6 - Cancer","2013-10-31","required"
"441","B311100","Read","Malignant neoplasm of connective and soft tissue; upper arm","diagnostic","6 - Cancer","2013-10-31","required"
"442","B311200","Read","Malignant neoplasm of connective and soft tissue of fore-arm","diagnostic","6 - Cancer","2013-10-31","required"
"443","B311300","Read","Malignant neoplasm of connective and soft tissue of hand","diagnostic","6 - Cancer","2013-10-31","required"
"444","B311400","Read","Malignant neoplasm of connective and soft tissue of finger","diagnostic","6 - Cancer","2013-10-31","required"
"445","B311500","Read","Malignant neoplasm of connective and soft tissue of thumb","diagnostic","6 - Cancer","2013-10-31","required"
"446","B3...12","Read","Sarcoma of bone and connective tissue","diagnostic","6 - Cancer","2013-10-31","required"
"447","B312.00","Read","Malig neop of connective and soft tissue of hip and leg","diagnostic","6 - Cancer","2013-10-31","required"
"448","B312000","Read","Malignant neoplasm of connective and soft tissue of hip","diagnostic","6 - Cancer","2013-10-31","required"
"449","B312100","Read","Malig neop of connective and soft tissue thigh and upper leg","diagnostic","6 - Cancer","2013-10-31","required"
"450","B312200","Read","Malig neop connective and soft tissue of popliteal space","diagnostic","6 - Cancer","2013-10-31","required"
"451","B312300","Read","Malig neop of connective and soft tissue of lower leg","diagnostic","6 - Cancer","2013-10-31","required"
"452","B312400","Read","Malignant neoplasm of connective and soft tissue of foot","diagnostic","6 - Cancer","2013-10-31","required"
"453","B312500","Read","Malignant neoplasm of connective and soft tissue of toe","diagnostic","6 - Cancer","2013-10-31","required"
"454","B312z00","Read","Malig neop connective and soft tissue hip and leg NOS","diagnostic","6 - Cancer","2013-10-31","required"
"455","B313.00","Read","Malignant neoplasm of connective and soft tissue of thorax","diagnostic","6 - Cancer","2013-10-31","required"
"456","B313000","Read","Malignant neoplasm of connective and soft tissue of axilla","diagnostic","6 - Cancer","2013-10-31","required"
"457","B313100","Read","Malignant neoplasm of diaphragm","diagnostic","6 - Cancer","2013-10-31","required"
"458","B313200","Read","Malignant neoplasm of great vessels","diagnostic","6 - Cancer","2013-10-31","required"
"459","B313300","Read","Malig neoplasm of connective and soft tissues of thor spine","diagnostic","6 - Cancer","2013-10-31","required"
"460","B313z00","Read","Malig neop of connective and soft tissue of thorax NOS","diagnostic","6 - Cancer","2013-10-31","required"
"461","B314.00","Read","Malignant neoplasm of connective and soft tissue of abdomen","diagnostic","6 - Cancer","2013-10-31","required"
"462","B314000","Read","Malig neop of connective and soft tissue of abdominal wall","diagnostic","6 - Cancer","2013-10-31","required"
"463","B314100","Read","Malig neoplasm of connective and soft tissues of lumb spine","diagnostic","6 - Cancer","2013-10-31","required"
"464","B314z00","Read","Malig neop of connective and soft tissue of abdomen NOS","diagnostic","6 - Cancer","2013-10-31","required"
"465","B315.00","Read","Malignant neoplasm of connective and soft tissue of pelvis","diagnostic","6 - Cancer","2013-10-31","required"
"466","B315000","Read","Malignant neoplasm of connective and soft tissue of buttock","diagnostic","6 - Cancer","2013-10-31","required"
"467","B315100","Read","Malig neop of connective and soft tissue of inguinal region","diagnostic","6 - Cancer","2013-10-31","required"
"468","B315200","Read","Malignant neoplasm of connective and soft tissue of perineum","diagnostic","6 - Cancer","2013-10-31","required"
"469","B315z00","Read","Malig neop of connective and soft tissue of pelvis NOS","diagnostic","6 - Cancer","2013-10-31","required"
"470","B316.00","Read","Malig neop of connective and soft tissue trunk unspecified","diagnostic","6 - Cancer","2013-10-31","required"
"471","B31y.00","Read","Malig neop connective and soft tissue other specified site","diagnostic","6 - Cancer","2013-10-31","required"
"472","B31z.00","Read","Malignant neoplasm of connective and soft tissue; site NOS","diagnostic","6 - Cancer","2013-10-31","required"
"473","B31z000","Read","Kaposi's sarcoma of soft tissue","diagnostic","6 - Cancer","2013-10-31","required"
"474","B32..00","Read","Malignant melanoma of skin","diagnostic","6 - Cancer","2013-10-31","required"
"475","B320.00","Read","Malignant melanoma of lip","diagnostic","6 - Cancer","2013-10-31","required"
"476","B321.00","Read","Malignant melanoma of eyelid including canthus","diagnostic","6 - Cancer","2013-10-31","required"
"477","B322.00","Read","Malignant melanoma of ear and external auricular canal","diagnostic","6 - Cancer","2013-10-31","required"
"478","B322000","Read","Malignant melanoma of auricle (ear)","diagnostic","6 - Cancer","2013-10-31","required"
"479","B322100","Read","Malignant melanoma of external auditory meatus","diagnostic","6 - Cancer","2013-10-31","required"
"480","B322z00","Read","Malignant melanoma of ear and external auricular canal NOS","diagnostic","6 - Cancer","2013-10-31","required"
"481","B323.00","Read","Malignant melanoma of other and unspecified parts of face","diagnostic","6 - Cancer","2013-10-31","required"
"482","B323000","Read","Malignant melanoma of external surface of cheek","diagnostic","6 - Cancer","2013-10-31","required"
"483","B323100","Read","Malignant melanoma of chin","diagnostic","6 - Cancer","2013-10-31","required"
"484","B323200","Read","Malignant melanoma of eyebrow","diagnostic","6 - Cancer","2013-10-31","required"
"485","B323300","Read","Malignant melanoma of forehead","diagnostic","6 - Cancer","2013-10-31","required"
"486","B323400","Read","Malignant melanoma of external surface of nose","diagnostic","6 - Cancer","2013-10-31","required"
"487","B323500","Read","Malignant melanoma of temple","diagnostic","6 - Cancer","2013-10-31","required"
"488","B323z00","Read","Malignant melanoma of face NOS","diagnostic","6 - Cancer","2013-10-31","required"
"489","B324.00","Read","Malignant melanoma of scalp and neck","diagnostic","6 - Cancer","2013-10-31","required"
"490","B324000","Read","Malignant melanoma of scalp","diagnostic","6 - Cancer","2013-10-31","required"
"491","B324100","Read","Malignant melanoma of neck","diagnostic","6 - Cancer","2013-10-31","required"
"492","B324z00","Read","Malignant melanoma of scalp and neck NOS","diagnostic","6 - Cancer","2013-10-31","required"
"493","B325.00","Read","Malignant melanoma of trunk (excluding scrotum)","diagnostic","6 - Cancer","2013-10-31","required"
"494","B325000","Read","Malignant melanoma of axilla","diagnostic","6 - Cancer","2013-10-31","required"
"495","B325100","Read","Malignant melanoma of breast","diagnostic","6 - Cancer","2013-10-31","required"
"496","B325200","Read","Malignant melanoma of buttock","diagnostic","6 - Cancer","2013-10-31","required"
"497","B325300","Read","Malignant melanoma of groin","diagnostic","6 - Cancer","2013-10-31","required"
"498","B325500","Read","Malignant melanoma of perineum","diagnostic","6 - Cancer","2013-10-31","required"
"499","B325600","Read","Malignant melanoma of umbilicus","diagnostic","6 - Cancer","2013-10-31","required"
"500","B325700","Read","Malignant melanoma of back","diagnostic","6 - Cancer","2013-10-31","required"
"501","B325800","Read","Malignant melanoma of chest wall","diagnostic","6 - Cancer","2013-10-31","required"
"502","B325z00","Read","Malignant melanoma of trunk; excluding scrotum; NOS","diagnostic","6 - Cancer","2013-10-31","required"
"503","B326.00","Read","Malignant melanoma of upper limb and shoulder","diagnostic","6 - Cancer","2013-10-31","required"
"504","B326000","Read","Malignant melanoma of shoulder","diagnostic","6 - Cancer","2013-10-31","required"
"505","B326100","Read","Malignant melanoma of upper arm","diagnostic","6 - Cancer","2013-10-31","required"
"506","B326200","Read","Malignant melanoma of fore-arm","diagnostic","6 - Cancer","2013-10-31","required"
"507","B326300","Read","Malignant melanoma of hand","diagnostic","6 - Cancer","2013-10-31","required"
"508","B326400","Read","Malignant melanoma of finger","diagnostic","6 - Cancer","2013-10-31","required"
"509","B326500","Read","Malignant melanoma of thumb","diagnostic","6 - Cancer","2013-10-31","required"
"510","B326z00","Read","Malignant melanoma of upper limb or shoulder NOS","diagnostic","6 - Cancer","2013-10-31","required"
"511","B327.00","Read","Malignant melanoma of lower limb and hip","diagnostic","6 - Cancer","2013-10-31","required"
"512","B327000","Read","Malignant melanoma of hip","diagnostic","6 - Cancer","2013-10-31","required"
"513","B327100","Read","Malignant melanoma of thigh","diagnostic","6 - Cancer","2013-10-31","required"
"514","B327200","Read","Malignant melanoma of knee","diagnostic","6 - Cancer","2013-10-31","required"
"515","B327300","Read","Malignant melanoma of popliteal fossa area","diagnostic","6 - Cancer","2013-10-31","required"
"516","B327400","Read","Malignant melanoma of lower leg","diagnostic","6 - Cancer","2013-10-31","required"
"517","B327500","Read","Malignant melanoma of ankle","diagnostic","6 - Cancer","2013-10-31","required"
"518","B327600","Read","Malignant melanoma of heel","diagnostic","6 - Cancer","2013-10-31","required"
"519","B327700","Read","Malignant melanoma of foot","diagnostic","6 - Cancer","2013-10-31","required"
