"","code","coding_system","description","entity","list_name","upload_date","notes"
"250","C10FD00","Read","Type 2 diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"251","C10FD11","Read","Type II diabetes mellitus with hypoglycaemic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"252","C10FE00","Read","Type 2 diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"253","C10FE11","Read","Type II diabetes mellitus with diabetic cataract","diagnostic","9 - Diabetes","2013-10-31","included"
"254","C10FF00","Read","Type 2 diabetes mellitus with peripheral angiopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"255","C10FG00","Read","Type 2 diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"256","C10FG11","Read","Type II diabetes mellitus with arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"257","C10FH00","Read","Type 2 diabetes mellitus with neuropathic arthropathy","diagnostic","9 - Diabetes","2013-10-31","included"
"258","C10FJ00","Read","Insulin treated Type 2 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"259","C10FJ11","Read","Insulin treated Type II diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"260","C10FK00","Read","Hyperosmolar non-ketotic state in type 2 diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"261","C10FL00","Read","Type 2 diabetes mellitus with persistent proteinuria","diagnostic","9 - Diabetes","2013-10-31","included"
"262","C10FL11","Read","Type II diabetes mellitus with persistent proteinuria","diagnostic","9 - Diabetes","2013-10-31","included"
"263","C10FM00","Read","Type 2 diabetes mellitus with persistent microalbuminuria","diagnostic","9 - Diabetes","2013-10-31","included"
"264","C10FM11","Read","Type II diabetes mellitus with persistent microalbuminuria","diagnostic","9 - Diabetes","2013-10-31","included"
"265","C10FN00","Read","Type 2 diabetes mellitus with ketoacidosis","diagnostic","9 - Diabetes","2013-10-31","included"
"266","C10FP00","Read","Type 2 diabetes mellitus with ketoacidotic coma","diagnostic","9 - Diabetes","2013-10-31","included"
"267","C10FQ00","Read","Type 2 diabetes mellitus with exudative maculopathy","diagnostic","9 - Diabetes","2013-10-31","included"
"268","C10FR00","Read","Type 2 diabetes mellitus with gastroparesis","diagnostic","9 - Diabetes","2013-10-31","included"
"269","C10FS00","Read","Maternally inherited diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"270","C10G.00","Read","Secondary pancreatic diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"271","C10G000","Read","Secondary pancreatic diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"272","C10H.00","Read","Diabetes mellitus induced by non-steroid drugs","diagnostic","9 - Diabetes","2013-10-31","included"
"273","C10H000","Read","DM induced by non-steroid drugs without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"274","C10J.00","Read","Insulin autoimmune syndrome","diagnostic","9 - Diabetes","2013-10-31","included"
"275","C10K.00","Read","Type A insulin resistance","diagnostic","9 - Diabetes","2013-10-31","included"
"276","C10K000","Read","Type A insulin resistance without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"277","C10M.00","Read","Lipoatrophic diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"278","C10N.00","Read","Secondary diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"279","C10N000","Read","Secondary diabetes mellitus without complication","diagnostic","9 - Diabetes","2013-10-31","included"
"280","C10N100","Read","Cystic fibrosis related diabetes mellitus","diagnostic","9 - Diabetes","2013-10-31","included"
"281","C10y.00","Read","Diabetes mellitus with other specified manifestation","diagnostic","9 - Diabetes","2013-10-31","included"
"282","C10y100","Read","Diabetes mellitus; adult; + other specified manifestation","diagnostic","9 - Diabetes","2013-10-31","included"
"283","C10yy00","Read","Other specified diabetes mellitus with other spec comps","diagnostic","9 - Diabetes","2013-10-31","included"
"284","C10yz00","Read","Diabetes mellitus NOS with other specified manifestation","diagnostic","9 - Diabetes","2013-10-31","included"
"285","C10z.00","Read","Diabetes mellitus with unspecified complication","diagnostic","9 - Diabetes","2013-10-31","included"
"286","C10z000","Read","Diabetes mellitus; juvenile type; + unspecified complication","diagnostic","9 - Diabetes","2013-10-31","included"
"287","C10z100","Read","Diabetes mellitus; adult onset; + unspecified complication","diagnostic","9 - Diabetes","2013-10-31","included"
"288","C10zy00","Read","Other specified diabetes mellitus with unspecified comps","diagnostic","9 - Diabetes","2013-10-31","included"
"289","C10zz00","Read","Diabetes mellitus NOS with unspecified complication","diagnostic","9 - Diabetes","2013-10-31","included"
