PCD_ID	victim	fulltext	primary_research	methods_strategy	methods_codes	code_list	all_codes	available_on_request	Title	URL	Description	Details	ShortDetails	Resource	Type	Identifiers	Db	EntrezUID	Properties
171	Ivan	1	1	1	0	1	1	0	Optimising use of electronic health records to describe the presentation of rheumatoid arthritis in primary care: a strategy for developing code lists.	/pubmed/23451024	"Nicholson A, Ford E, Davies KA, Smith HE, Rait G, Tate AR, Petersen I, Cassell J."	PLoS One. 2013;8(2):e54878. doi: 10.1371/journal.pone.0054878. Epub 2013 Feb 22.	PLoS One.  2013	PubMed	citation	PMID:23451024 | PMCID:PMC3579840	pubmed	23451024	create date:2013/03/02 | first author:Nicholson A
175	Darren	1	1	1	1	1	0	0	Relative incidence of common cancers in people with severe mental illness. Cohort study in the United Kingdom THIN primary care database.	/pubmed/23218562	"Osborn DP, Limburg H, Walters K, Petersen I, King M, Green J, Watson J, Nazareth I."	Schizophr Res. 2013 Jan;143(1):44-9. doi: 10.1016/j.schres.2012.11.009. Epub 2012 Dec 5.	Schizophr Res.  2013	PubMed	citation	PMID:23218562	pubmed	23218562	create date:2012/12/12 | first author:Osborn DP
177	Evan	1	1	1	1	1	0	0	Costs associated with treatment of chronic low back pain: an analysis of the UK General Practice Research Database.	/pubmed/23038621	"Hong J, Reed C, Novick D, Happich M."	Spine (Phila Pa 1976). 2013 Jan 1;38(1):75-82. doi: 10.1097/BRS.0b013e318276450f.	Spine (Phila Pa 1976).  2013	PubMed	citation	PMID:23038621	pubmed	23038621	create date:2012/10/06 | first author:Hong J
179	Dave	1	1	0	0	0	0	0	Evaluating the hazard of foetal death following H1N1 influenza vaccination; a population based cohort study in the UK GPRD.	/pubmed/23341865	"Sammon CJ, Snowball J, McGrogan A, de Vries CS."	PLoS One. 2012 Dec 20;7(12):e51734. doi: 10.1371/journal.pone.0051734. Epub 2012 Dec 10.	PLoS One.  2012	PubMed	citation	PMID:23341865 | PMCID:PMC3541601	pubmed	23341865	create date:2013/01/24 | first author:Sammon CJ
185	Edmore	1	1	1	0	0	0	0	Children at risk of medicinal and non-medicinal poisoning: a population-based case-control study in general practice.	/pubmed/23211263	"Tyrrell EG, Orton E, Tata LJ, Kendrick D."	Br J Gen Pract. 2012 Dec;62(605):e827-33. doi: 10.3399/bjgp12X659303.	Br J Gen Pract.  2012	PubMed	citation	PMID:23211263 | PMCID:PMC3505416	pubmed	23211263	create date:2012/12/06 | first author:Tyrrell EG
189	David	1	0	1	1	1	1	1	Data resource profile: cardiovascular disease research using linked bespoke studies and electronic health records (CALIBER).	/pubmed/23220717	"Denaxas SC, George J, Herrett E, Shah AD, Kalra D, Hingorani AD, Kivimaki M, Timmis AD, Smeeth L, Hemingway H."	Int J Epidemiol. 2012 Dec;41(6):1625-38. doi: 10.1093/ije/dys188. Epub 2012 Dec 5.	Int J Epidemiol.  2012	PubMed	citation	PMID:23220717 | PMCID:PMC3535749	pubmed	23220717	create date:2012/12/12 | first author:Denaxas SC
190	Rosa	1	1	0	0	0	0	1	Comorbidities in Perthes' disease: a case control study using the General Practice Research database.	/pubmed/23188912	"Perry DC, Bruce CE, Pope D, Dangerfield P, Platt MJ, Hall AJ."	J Bone Joint Surg Br. 2012 Dec;94(12):1684-9. doi: 10.1302/0301-620X.94B12.29974.	J Bone Joint Surg Br.  2012	PubMed	citation	PMID:23188912	pubmed	23188912	create date:2012/11/29 | first author:Perry DC
192	Darren	1	1	1	0	0	0	0	Influenza infection and risk of acute myocardial infarction in England and Wales: a CALIBER self-controlled case series study.	/pubmed/23048170	"Warren-Gash C, Hayward AC, Hemingway H, Denaxas S, Thomas SL, Timmis AD, Whitaker H, Smeeth L."	J Infect Dis. 2012 Dec 1;206(11):1652-9. doi: 10.1093/infdis/jis597. Epub 2012 Oct 9.	J Infect Dis.  2012	PubMed	citation	PMID:23048170 | PMCID:PMC3488196	pubmed	23048170	create date:2012/10/11 | first author:Warren-Gash C
193	Ivan	1	1	0	0	0	0	0	Body mass index and obstructive sleep apnoea in the UK: a cross-sectional study of the over-50s.	/pubmed/22751736	"Wall H, Smith C, Hubbard R."	Prim Care Respir J. 2012 Dec;21(4):371-6. doi: 10.4104/pcrj.2012.00053.	Prim Care Respir J.  2012	PubMed	citation	PMID:22751736	pubmed	22751736	create date:2012/07/04 | first author:Wall H
206	Edmore	1	1	1	1	0	0	0	Risk factors for pseudogout in the general population.	/pubmed/22886340	"Rho YH, Zhu Y, Zhang Y, Reginato AM, Choi HK."	Rheumatology (Oxford). 2012 Nov;51(11):2070-4. doi: 10.1093/rheumatology/kes204. Epub 2012 Aug 11.	Rheumatology (Oxford).  2012	PubMed	citation	PMID:22886340 | PMCID:PMC3475980	pubmed	22886340	create date:2012/08/14 | first author:Rho YH
209	Rosa	1	0	0	0	0	0	0	Post-marketing assessment of neuropsychiatric adverse events in influenza patients treated with oseltamivir: an updated review.	/pubmed/23054689	"Toovey S, Prinssen EP, Rayner CR, Thakrar BT, Dutkowski R, Koerner A, Chu T, Sirzen-Zelenskaya A, Britschgi M, Bansod S, Donner B."	Adv Ther. 2012 Oct;29(10):826-48. doi: 10.1007/s12325-012-0050-8. Epub 2012 Oct 2.	Adv Ther.  2012	PubMed	citation	PMID:23054689	pubmed	23054689	create date:2012/10/12 | first author:Toovey S
210	Dave	1	1	1	1	0	0	0	Risk of stroke and oral anticoagulant use in atrial fibrillation: a cross-sectional survey.	/pubmed/23265231	"Holt TA, Hunter TD, Gunnarsson C, Khan N, Cload P, Lip GY."	Br J Gen Pract. 2012 Oct;62(603):e710-7. doi: 10.3399/bjgp12X656856.	Br J Gen Pract.  2012	PubMed	citation	PMID:23265231 | PMCID:PMC3459779	pubmed	23265231	create date:2012/12/26 | first author:Holt TA
218	David	1	1	0	0	0	0	1	Clinical features of bladder cancer in primary care.	/pubmed/22947580	"Shephard EA, Stapley S, Neal RD, Rose P, Walter FM, Hamilton WT."	Br J Gen Pract. 2012 Sep;62(602):e598-604. doi: 10.3399/bjgp12X654560.	Br J Gen Pract.  2012	PubMed	citation	PMID:22947580 | PMCID:PMC3426598	pubmed	22947580	create date:2012/09/06 | first author:Shephard EA
222	Dave	1	1	0	0	0	0	0	"Evaluation of adverse outcome in young women with polycystic ovary syndrome versus matched, reference controls: a retrospective, observational study."	/pubmed/22767635	"Morgan CL, Jenkins-Jones S, Currie CJ, Rees DA."	J Clin Endocrinol Metab. 2012 Sep;97(9):3251-60. doi: 10.1210/jc.2012-1690. Epub 2012 Jul 5.	J Clin Endocrinol Metab.  2012	PubMed	citation	PMID:22767635	pubmed	22767635	create date:2012/07/07 | first author:Morgan CL
225	Darren	1	0	NA	NA	NA	NA	NA	Aspergillus oxylipin signaling and quorum sensing pathways depend on g protein-coupled receptors.	/pubmed/23105976	"Affeldt KJ, Brodhagen M, Keller NP."	Toxins (Basel). 2012 Sep;4(9):695-717. doi: 10.3390/toxins4090695. Epub 2012 Sep 18.	Toxins (Basel).  2012	PubMed	citation	PMID:23105976 | PMCID:PMC3475224	pubmed	23105976	create date:2012/10/30 | first author:Affeldt KJ
226	David	1	1	1	1	1	0	0	Association of systolic and diastolic blood pressure and all cause mortality in people with newly diagnosed type 2 diabetes: retrospective cohort study.	/pubmed/22936794	"Vamos EP, Harris M, Millett C, Pape UJ, Khunti K, Curcin V, Molokhia M, Majeed A."	BMJ. 2012 Aug 30;345:e5567. doi: 10.1136/bmj.e5567.	BMJ.  2012	PubMed	citation	PMID:22936794 | PMCID:PMC3431284	pubmed	22936794	create date:2012/09/01 | first author:Vamos EP
229	Dave	1	0	NA	NA	NA	NA	NA	The freetext matching algorithm: a computer program to extract diagnoses and causes of death from unstructured text in electronic health records.	/pubmed/22870911	"Shah AD, Martinez C, Hemingway H."	BMC Med Inform Decis Mak. 2012 Aug 7;12:88. doi: 10.1186/1472-6947-12-88.	BMC Med Inform Decis Mak.  2012	PubMed	citation	PMID:22870911 | PMCID:PMC3483188	pubmed	22870911	create date:2012/08/09 | first author:Shah AD
230	David	1	1	0	0	0	0	0	"Risk of fracture after bariatric surgery in the United Kingdom: population based, retrospective cohort study."	/pubmed/22867649	"Lalmohamed A, de Vries F, Bazelier MT, Cooper A, van Staa TP, Cooper C, Harvey NC."	BMJ. 2012 Aug 3;345:e5085. doi: 10.1136/bmj.e5085.	BMJ.  2012	PubMed	citation	PMID:22867649 | PMCID:PMC3413006	pubmed	22867649	create date:2012/08/08 | first author:Lalmohamed A
231	Dave	1	1	0	0	0	0	0	"Epilepsy, suicidality, and psychiatric disorders: a bidirectional association."	/pubmed/22887468	"Hesdorffer DC, Ishihara L, Mynepalli L, Webb DJ, Weil J, Hauser WA."	Ann Neurol. 2012 Aug;72(2):184-91. doi: 10.1002/ana.23601. Epub 2012 Aug 7.	Ann Neurol.  2012	PubMed	citation	PMID:22887468	pubmed	22887468	create date:2012/08/14 | first author:Hesdorffer DC
232	Darren	1	1	0	0	0	0	0	Obesity and the risk of psoriatic arthritis: a population-based study.	/pubmed/22586165	"Love TJ, Zhu Y, Zhang Y, Wall-Burns L, Ogdie A, Gelfand JM, Choi HK."	Ann Rheum Dis. 2012 Aug;71(8):1273-7. doi: 10.1136/annrheumdis-2012-201299. Epub 2012 May 14.	Ann Rheum Dis.  2012	PubMed	citation	PMID:22586165 | PMCID:PMC3645859	pubmed	22586165	create date:2012/05/16 | first author:Love TJ
234	Darren	0	NA	NA	NA	NA	NA	NA	Increased risk of miscarriage and ectopic pregnancy among women with irritable bowel syndrome.	/pubmed/22373726	"Khashan AS, Quigley EM, McNamee R, McCarthy FP, Shanahan F, Kenny LC."	Clin Gastroenterol Hepatol. 2012 Aug;10(8):902-9. doi: 10.1016/j.cgh.2012.02.014. Epub 2012 Feb 25.	Clin Gastroenterol Hepatol.  2012	PubMed	citation	PMID:22373726	pubmed	22373726	create date:2012/03/01 | first author:Khashan AS
238	Edmore	1	1	1	0	0	0	1	Risk of self-harm in physically ill patients in UK primary care.	/pubmed/22789410	"Webb RT, Kontopantelis E, Doran T, Qin P, Creed F, Kapur N."	J Psychosom Res. 2012 Aug;73(2):92-7. doi: 10.1016/j.jpsychores.2012.05.010. Epub 2012 Jun 18.	J Psychosom Res.  2012	PubMed	citation	PMID:22789410	pubmed	22789410	create date:2012/07/14 | first author:Webb RT
241	Dave	1	1	1	0	0	0	0	Risk of cardiovascular events in people prescribed glucocorticoids with iatrogenic Cushing's syndrome: cohort study.	/pubmed/22846415	"Fardet L, Petersen I, Nazareth I."	BMJ. 2012 Jul 30;345:e4928. doi: 10.1136/bmj.e4928.	BMJ.  2012	PubMed	citation	PMID:22846415 | PMCID:PMC3408386	pubmed	22846415	create date:2012/08/01 | first author:Fardet L
251	Ivan	1	1	1	0	1	0	0	Quality of INR control and outcomes following venous thromboembolism.	/pubmed/22275390	"Gallagher AM, de Vries F, Plumb JM, Haß B, Clemens A, van Staa TP."	Clin Appl Thromb Hemost. 2012 Jul;18(4):370-8. doi: 10.1177/1076029611426139. Epub 2012 Jan 23.	Clin Appl Thromb Hemost.  2012	PubMed	citation	PMID:22275390	pubmed	22275390	create date:2012/01/26 | first author:Gallagher AM
253	Darren	1	1	1	1	1	0	0	Causes of death in patients with multiple sclerosis and matched referent subjects: a population-based cohort study.	/pubmed/22353360	"Lalmohamed A, Bazelier MT, Van Staa TP, Uitdehaag BM, Leufkens HG, De Boer A, De Vries F."	Eur J Neurol. 2012 Jul;19(7):1007-14. doi: 10.1111/j.1468-1331.2012.03668.x. Epub 2012 Feb 21.	Eur J Neurol.  2012	PubMed	citation	PMID:22353360	pubmed	22353360	create date:2012/02/23 | first author:Lalmohamed A
255	David	1	1	0	0	0	0	0	"Therapy switching, augmentation, and discontinuation in patients with osteoarthritis and chronic low back pain."	/pubmed/22230466	"Gore M, Sadosky AB, Leslie DL, Tai KS, Emery P."	Pain Pract. 2012 Jul;12(6):457-68. doi: 10.1111/j.1533-2500.2011.00524.x. Epub 2012 Jan 9.	Pain Pract.  2012	PubMed	citation	PMID:22230466	pubmed	22230466	create date:2012/01/11 | first author:Gore M
261	Dave	1	1	0	0	0	0	0	A net clinical benefit analysis of warfarin and aspirin on stroke in patients with atrial fibrillation: a nested case-control study.	/pubmed/22734842	"Azoulay L, Dell'Aniello S, Simon TA, Langleben D, Renoux C, Suissa S."	BMC Cardiovasc Disord. 2012 Jun 26;12:49. doi: 10.1186/1471-2261-12-49.	BMC Cardiovasc Disord.  2012	PubMed	citation	PMID:22734842 | PMCID:PMC3444325	pubmed	22734842	create date:2012/06/28 | first author:Azoulay L
262	Evan	1	1	1	0	0	0	0	Predicting the 10 year risk of cardiovascular disease in the United Kingdom: independent and external validation of an updated version of QRISK2.	/pubmed/22723603	"Collins GS, Altman DG."	BMJ. 2012 Jun 21;344:e4181. doi: 10.1136/bmj.e4181.	BMJ.  2012	PubMed	citation	PMID:22723603 | PMCID:PMC3380799	pubmed	22723603	create date:2012/06/23 | first author:Collins GS
265	Evan	1	1	1	0	0	0	0	The lifetime risk of total hip and knee arthroplasty: results from the UK general practice research database.	/pubmed/22395038	"Culliford DJ, Maskell J, Kiran A, Judge A, Javaid MK, Cooper C, Arden NK."	Osteoarthritis Cartilage. 2012 Jun;20(6):519-24. doi: 10.1016/j.joca.2012.02.636. Epub 2012 Mar 3.	Osteoarthritis Cartilage.  2012	PubMed	citation	PMID:22395038	pubmed	22395038	create date:2012/03/08 | first author:Culliford DJ
269	Rosa	1	1	0	1	0	0	1	Hormone replacement therapy is associated with gastro-oesophageal reflux disease: a retrospective cohort study.	/pubmed/22642788	"Close H, Mason JM, Wilson D, Hungin AP."	BMC Gastroenterol. 2012 May 29;12:56. doi: 10.1186/1471-230X-12-56.	BMC Gastroenterol.  2012	PubMed	citation	PMID:22642788 | PMCID:PMC3411455	pubmed	22642788	create date:2012/05/31 | first author:Close H
272	Evan	1	1	1	1	1	1	0	"Menopausal hormone therapy and risk of gastrointestinal cancer: nested case-control study within a prospective cohort, and meta-analysis."	/pubmed/21671473	"Green J, Czanner G, Reeves G, Watson J, Wise L, Roddam A, Beral V."	Int J Cancer. 2012 May 15;130(10):2387-96. doi: 10.1002/ijc.26236. Epub 2011 Aug 16.	Int J Cancer.  2012	PubMed	citation	PMID:21671473	pubmed	21671473	create date:2011/06/15 | first author:Green J
274	Evan	1	1	1	0	0	0	1	Legg-Calvé-Perthes disease in the UK: geographic and temporal trends in incidence reflecting differences in degree of deprivation in childhood.	/pubmed/22143958	"Perry DC, Bruce CE, Pope D, Dangerfield P, Platt MJ, Hall AJ."	Arthritis Rheum. 2012 May;64(5):1673-9. doi: 10.1002/art.34316.	Arthritis Rheum.  2012	PubMed	citation	PMID:22143958	pubmed	22143958	create date:2011/12/07 | first author:Perry DC
278	Darren	1	1	0	1	0	0	0	Risk of cataract and glaucoma in patients with multiple sclerosis.	/pubmed/22025330	"Bazelier MT, Mueller-Schotte S, Leufkens HG, Uitdehaag BM, van Staa T, de Vries F."	Mult Scler. 2012 May;18(5):628-38. doi: 10.1177/1352458511426737. Epub 2011 Oct 24.	Mult Scler.  2012	PubMed	citation	PMID:22025330	pubmed	22025330	create date:2011/10/26 | first author:Bazelier MT
280	Evan	1	1	1	0	0	0	0	Analyzing partially missing confounder information in comparative effectiveness and safety research of therapeutics.	/pubmed/22552975	"Toh S, García Rodríguez LA, Hernán MA."	Pharmacoepidemiol Drug Saf. 2012 May;21 Suppl 2:13-20. doi: 10.1002/pds.3248.	Pharmacoepidemiol Drug Saf.  2012	PubMed	citation	PMID:22552975 | PMCID:PMC3727636	pubmed	22552975	create date:2012/05/11 | first author:Toh S
284	Ivan	1	1	1	0	0	0	0	Angiotensin receptor blockers and risk of cancer: cohort study among people receiving antihypertensive drugs in UK General Practice Research Database.	/pubmed/22531797	"Bhaskaran K, Douglas I, Evans S, van Staa T, Smeeth L."	BMJ. 2012 Apr 24;344:e2697. doi: 10.1136/bmj.e2697.	BMJ.  2012	PubMed	citation	PMID:22531797 | PMCID:PMC3339864	pubmed	22531797	create date:2012/04/26 | first author:Bhaskaran K
285	Evan	1	1	1	0	0	0	0	Cancer risk in people with epilepsy using valproate-sodium.	/pubmed/22077648	"Singh G, Bell GS, Driever PH, Sander JW."	Acta Neurol Scand. 2012 Apr;125(4):234-40. doi: 10.1111/j.1600-0404.2011.01607.x. Epub 2011 Nov 12.	Acta Neurol Scand.  2012	PubMed	citation	PMID:22077648	pubmed	22077648	create date:2011/11/15 | first author:Singh G
288	Darren	1	1	0	1	0	0	1	Identifying patients with suspected renal tract cancer in primary care: derivation and validation of an algorithm.	/pubmed/22520912	"Hippisley-Cox J, Coupland C."	Br J Gen Pract. 2012 Apr;62(597):e251-60. doi: 10.3399/bjgp12X636074.	Br J Gen Pract.  2012	PubMed	citation	PMID:22520912 | PMCID:PMC3310031	pubmed	22520912	create date:2012/04/24 | first author:Hippisley-Cox J
289	Darren	1	0	1	0	0	0	1	Predicting the risk of chronic kidney disease in the UK: an evaluation of QKidney® scores using a primary care database.	/pubmed/22520911	"Collins G, Altman D."	Br J Gen Pract. 2012 Apr;62(597):e243-50. doi: 10.3399/bjgp12X636065.	Br J Gen Pract.  2012	PubMed	citation	PMID:22520911 | PMCID:PMC3310030	pubmed	22520911	create date:2012/04/24 | first author:Collins G
295	Darren	1	1	1	1	0	0	0	Suicide risk in primary care patients with major physical diseases: a case-control study.	/pubmed/22393218	"Webb RT, Kontopantelis E, Doran T, Qin P, Creed F, Kapur N."	Arch Gen Psychiatry. 2012 Mar;69(3):256-64. doi: 10.1001/archgenpsychiatry.2011.1561. Erratum in: Arch Gen Psychiatry. 2012 Jul;69(7):671. 	Arch Gen Psychiatry.  2012	PubMed	citation	PMID:22393218	pubmed	22393218	create date:2012/03/07 | first author:Webb RT
299	Rosa	1	1	0	0	0	0	1	Features of childhood cancer in primary care: a population-based nested case-control study.	/pubmed/22240793	"Dommett RM, Redaniel MT, Stevens MC, Hamilton W, Martin RM."	Br J Cancer. 2012 Feb 28;106(5):982-7. doi: 10.1038/bjc.2011.600. Epub 2012 Jan 12.	Br J Cancer.  2012	PubMed	citation	PMID:22240793 | PMCID:PMC3307373	pubmed	22240793	create date:2012/01/14 | first author:Dommett RM
300	Evan	1	1	1	0	0	0	0	Use of metformin is not associated with a decreased risk of colorectal cancer: a case-control analysis.	/pubmed/22178569	"Bodmer M, Becker C, Meier C, Jick SS, Meier CR."	Cancer Epidemiol Biomarkers Prev. 2012 Feb;21(2):280-6. doi: 10.1158/1055-9965.EPI-11-0992-T. Epub 2011 Dec 16.	Cancer Epidemiol Biomarkers Prev.  2012	PubMed	citation	PMID:22178569	pubmed	22178569	create date:2011/12/20 | first author:Bodmer M
301	David	1	1	1	0	0	0	0	"Risk of cardiac valve regurgitation with dopamine agonist use in Parkinson's disease and hyperprolactinaemia: a multi-country, nested case-control study."	/pubmed/22204718	"Trifirò G, Mokhles MM, Dieleman JP, van Soest EM, Verhamme K, Mazzaglia G, Herings R, de Luise C, Ross D, Brusselle G, Colao A, Haverkamp W, Schade R, van Camp G, Zanettini R, Sturkenboom MC."	Drug Saf. 2012 Feb 1;35(2):159-71. doi: 10.2165/11594940-000000000-00000.	Drug Saf.  2012	PubMed	citation	PMID:22204718	pubmed	22204718	create date:2011/12/30 | first author:Trifirò G
306	Rosa	1	1	0	0	0	0	0	Proton pump inhibitors and histamine-2-receptor antagonists and pancreatic cancer risk: a nested case-control study.	/pubmed/22108522	"Bradley MC, Murray LJ, Cantwell MM, Hughes CM."	Br J Cancer. 2012 Jan 3;106(1):233-9. doi: 10.1038/bjc.2011.511. Epub 2011 Nov 22.	Br J Cancer.  2012	PubMed	citation	PMID:22108522 | PMCID:PMC3251858	pubmed	22108522	create date:2011/11/24 | first author:Bradley MC
307	Edmore	1	1	0	0	0	0	0	Identifying patients with suspected pancreatic cancer in primary care: derivation and validation of an algorithm.	/pubmed/22520674	"Hippisley-Cox J, Coupland C."	Br J Gen Pract. 2012 Jan;62(594):e38-45. doi: 10.3399/bjgp12X616355.	Br J Gen Pract.  2012	PubMed	citation	PMID:22520674 | PMCID:PMC3252538	pubmed	22520674	create date:2012/04/24 | first author:Hippisley-Cox J
308	Dave	1	1	0	0	0	0	0	Identifying patients with suspected colorectal cancer in primary care: derivation and validation of an algorithm.	/pubmed/22520670	"Hippisley-Cox J, Coupland C."	Br J Gen Pract. 2012 Jan;62(594):e29-37. doi: 10.3399/bjgp12X616346.	Br J Gen Pract.  2012	PubMed	citation	PMID:22520670 | PMCID:PMC3252537	pubmed	22520670	create date:2012/04/24 | first author:Hippisley-Cox J
309	Darren	1	1	0	0	0	0	0	Predictors of Treatment with Duloxetine or Venlafaxine XR among Adult Patients Treated for Depression in Primary Care Practices in the United Kingdom.	/pubmed/22720149	"Shi N, Durden E, Torres A, Cao Z, Happich M."	Depress Res Treat. 2012;2012:815363. doi: 10.1155/2012/815363. Epub 2012 Jun 7.	Depress Res Treat.  2012	PubMed	citation	PMID:22720149 | PMCID:PMC3375155	pubmed	22720149	create date:2012/06/22 | first author:Shi N
312	Ivan	1	1	0	0	0	0	0	Body mass index and the incidence of influenza-associated pneumonia in a UK primary care cohort.	/pubmed/21668664	"Blumentals WA, Nevitt A, Peng MM, Toovey S."	Influenza Other Respi Viruses. 2012 Jan;6(1):28-36. doi: 10.1111/j.1750-2659.2011.00262.x. Epub 2011 May 19.	Influenza Other Respi Viruses.  2012	PubMed	citation	PMID:21668664	pubmed	21668664	create date:2011/06/15 | first author:Blumentals WA
314	Darren	0	NA	NA	NA	NA	NA	NA	Antidepressant prescribing in older primary care patients in community and care home settings in England and Wales.	/pubmed/21450211	"Harris T, Carey IM, Shah SM, DeWilde S, Cook DG."	J Am Med Dir Assoc. 2012 Jan;13(1):41-7. doi: 10.1016/j.jamda.2010.09.005. Epub 2010 Oct 25.	J Am Med Dir Assoc.  2012	PubMed	citation	PMID:21450211	pubmed	21450211	create date:2011/04/01 | first author:Harris T
321	Dave	1	1	0	0	0	0	0	Epidemiology of meningioma in the United Kingdom.	/pubmed/22777495	"Cea-Soriano L, Wallander MA, García Rodríguez LA."	Neuroepidemiology. 2012;39(1):27-34. doi: 10.1159/000338081. Epub 2012 Jul 5.	Neuroepidemiology.  2012	PubMed	citation	PMID:22777495	pubmed	22777495	create date:2012/07/11 | first author:Cea-Soriano L
323	David	0	1	1	1	1	1	1	"Comparison of prescription drug costs in the United States and the United Kingdom, Part 1: statins."	/pubmed/22392823	"Jick H, Wilson A, Wiggins P, Chamberlin DP."	Pharmacotherapy. 2012 Jan;32(1):1-6. doi: 10.1002/PHAR.1005.	Pharmacotherapy.  2012	PubMed	citation	PMID:22392823	pubmed	22392823	create date:2012/03/07 | first author:Jick H
325	Dave	1	1	0	0	0	0	0	Long-term use of angiotensin receptor blockers and the risk of cancer.	/pubmed/23251399	"Azoulay L, Assimes TL, Yin H, Bartels DB, Schiffrin EL, Suissa S."	PLoS One. 2012;7(12):e50893. doi: 10.1371/journal.pone.0050893. Epub 2012 Dec 12.	PLoS One.  2012	PubMed	citation	PMID:23251399 | PMCID:PMC3521027	pubmed	23251399	create date:2012/12/20 | first author:Azoulay L
327	Edmore	1	1	1	1	1	1	0	Bisphosphonates and risk of upper gastrointestinal cancer--a case control study using the General Practice Research Database (GPRD).	/pubmed/23112825	"Wright E, Schofield PT, Seed P, Molokhia M."	PLoS One. 2012;7(10):e47616. doi: 10.1371/journal.pone.0047616. Epub 2012 Oct 24.	PLoS One.  2012	PubMed	citation	PMID:23112825 | PMCID:PMC3480418	pubmed	23112825	create date:2012/11/01 | first author:Wright E
330	Edmore	1	1	1	1	1	0	0	"Resource use and costs associated with coeliac disease before and after diagnosis in 3,646 cases: results of a UK primary care database analysis."	/pubmed/22815991	"Violato M, Gray A, Papanicolas I, Ouellet M."	PLoS One. 2012;7(7):e41308. doi: 10.1371/journal.pone.0041308. Epub 2012 Jul 17.	PLoS One.  2012	PubMed	citation	PMID:22815991 | PMCID:PMC3398900	pubmed	22815991	create date:2012/07/21 | first author:Violato M
331	Ivan	1	1	0	0	0	0	0	Independent risk factors for injury in pre-school children: three population-based nested case-control studies using routine primary care data.	/pubmed/22496906	"Orton E, Kendrick D, West J, Tata LJ."	PLoS One. 2012;7(4):e35193. doi: 10.1371/journal.pone.0035193. Epub 2012 Apr 5.	PLoS One.  2012	PubMed	citation	PMID:22496906 | PMCID:PMC3320631	pubmed	22496906	create date:2012/04/13 | first author:Orton E
332	Ivan	1	1	1	0	0	0	0	Trends in depression and antidepressant prescribing in children and adolescents: a cohort study in The Health Improvement Network (THIN).	/pubmed/22427983	"Wijlaars LP, Nazareth I, Petersen I."	PLoS One. 2012;7(3):e33181. doi: 10.1371/journal.pone.0033181. Epub 2012 Mar 13.	PLoS One.  2012	PubMed	citation	PMID:22427983 | PMCID:PMC3302807	pubmed	22427983	create date:2012/03/20 | first author:Wijlaars LP
334	Rosa	1	1	0	0	1	1	0	"Coding, recording and incidence of different forms of coronary heart disease in primary care."	/pubmed/22276128	"Bhattarai N, Charlton J, Rudisill C, Gulliford MC."	PLoS One. 2012;7(1):e29776. doi: 10.1371/journal.pone.0029776. Epub 2012 Jan 19.	PLoS One.  2012	PubMed	citation	PMID:22276128 | PMCID:PMC3261876	pubmed	22276128	create date:2012/01/26 | first author:Bhattarai N
336	David	1	0	1	1	1	1	1	Potential application of item-response theory to interpretation of medical codes in electronic patient records.	/pubmed/22176509	"Dregan A, Grieve A, van Staa T, Gulliford MC; eCRT Research Team."	BMC Med Res Methodol. 2011 Dec 16;11:168. doi: 10.1186/1471-2288-11-168.	BMC Med Res Methodol.  2011	PubMed	citation	PMID:22176509 | PMCID:PMC3261214	pubmed	22176509	create date:2011/12/20 | first author:Dregan A
340	David	1	1	1	1	1	1	0	Antibacterial drugs and the risk of community-associated methicillin-resistant Staphylococcus aureus in children.	/pubmed/21810624	"Schneider-Lindner V, Quach C, Hanley JA, Suissa S."	Arch Pediatr Adolesc Med. 2011 Dec;165(12):1107-14. doi: 10.1001/archpediatrics.2011.143. Epub 2011 Aug 1.	Arch Pediatr Adolesc Med.  2011	PubMed	citation	PMID:21810624	pubmed	21810624	create date:2011/08/04 | first author:Schneider-Lindner V
343	Edmore	1	1	1	0	0	0	1	Gynaecological symptoms reported by young women: examining the potential for earlier diagnosis of cervical cancer.	/pubmed/21632969	"Stapley S, Hamilton W."	Fam Pract. 2011 Dec;28(6):592-8. doi: 10.1093/fampra/cmr033. Epub 2011 Jun 1.	Fam Pract.  2011	PubMed	citation	PMID:21632969	pubmed	21632969	create date:2011/06/03 | first author:Stapley S
344	Evan	1	1	1	1	1	0	0	Suboptimal gastroprotective coverage of NSAID use and the risk of upper gastrointestinal bleeding and ulcers: an observational study using three European databases.	/pubmed/21636644	"van Soest EM, Valkhoff VE, Mazzaglia G, Schade R, Molokhia M, Goldstein JL, Hernández-Díaz S, Trifirò G, Dieleman JP, Kuipers EJ, Sturkenboom MC."	Gut. 2011 Dec;60(12):1650-9. doi: 10.1136/gut.2011.239848. Epub 2011 Jun 2.	Gut.  2011	PubMed	citation	PMID:21636644	pubmed	21636644	create date:2011/06/04 | first author:van Soest EM
347	Rosa	1	1	0	0	0	0	1	The distribution of lung cancer across sectors of society in the United Kingdom: a study using national primary care data.	/pubmed/22074413	"Iyen-Omofoman B, Hubbard RB, Smith CJ, Sparks E, Bradley E, Bourke A, Tata LJ."	BMC Public Health. 2011 Nov 10;11:857. doi: 10.1186/1471-2458-11-857.	BMC Public Health.  2011	PubMed	citation	PMID:22074413 | PMCID:PMC3282683	pubmed	22074413	create date:2011/11/15 | first author:Iyen-Omofoman B
