"","code","coding_system","description","entity","list_name","upload_date","BNF_code","BNF_header","drug_substance_name"
"142",1727,"CPRD_product_code","BECOTIDE EASI-BREATHE breath act inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"143",1728,"CPRD_product_code","CROMOGEN EASI-BREATHE breath act inh 5mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"144",1734,"CPRD_product_code","BECLOMETASONE breath act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"145",1741,"CPRD_product_code","SALBUTAMOL cfc/free b/act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"146",17465,"CPRD_product_code","FLUTICASONE unit dose neb susp 500micrograms/2ml","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"147",17590,"CPRD_product_code","ASMANEX TWISTHALER dry pdr inh 400micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","MOMETASONE FUROATE"
"148",17654,"CPRD_product_code","EASYHALER BECLOMETASONE breath act pwdr inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"149",17670,"CPRD_product_code","EASYHALER BUDESONIDE breath act pwdr inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"150",17696,"CPRD_product_code","VENTMAX SR mr cap 4mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"151",17874,"CPRD_product_code","MONOVENT syrp 1.5mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"152",17875,"CPRD_product_code","TERBUTALINE + GUAIFENESIN expectorant","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"153",1794,"CPRD_product_code","BEROTEC inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FENOTEROL HYDROBROMIDE"
"154",1801,"CPRD_product_code","VENTIDE inh","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","SALBUTAMOL"
"155",18140,"CPRD_product_code","RESPONTIN NEBULES 500micrograms/2ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"156",18288,"CPRD_product_code","CHOLINE THEOPHYLLINATE tabs 100mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","CHOLINE THEOPHYLLINATE"
"157",18299,"CPRD_product_code","FENOTEROL + IPRATROPIUM BROMIDE unit dose neb soln 1.25mg + 500micrograms/4ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","IPRATROPIUM BROMIDE"
"158",18308,"CPRD_product_code","AMINOPHYLLINE 100 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"159",18314,"CPRD_product_code","AEROCROM SYNCRONER","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"160",1832,"CPRD_product_code","THEOGRAD tabs 350mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"161",1833,"CPRD_product_code","THEOPHYLLINE mr tab 200mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"162",1834,"CPRD_product_code","THEOPHYLLINE mr tab 400mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"163",18394,"CPRD_product_code","BDP spacehaler 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"164",18421,"CPRD_product_code","RESPONTIN NEBULES 250micrograms/ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"165",18456,"CPRD_product_code","SALBUTAMOL + BECLOMETASONE inh caps 200micrograms + 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"166",18484,"CPRD_product_code","VENTIDE paed rcap","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"167",18537,"CPRD_product_code","BUDESONIDE inh caps 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"168",1861,"CPRD_product_code","AEROBEC AUTOHALER 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"169",18622,"CPRD_product_code","SALBULIN tabs 2mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"170",1882,"CPRD_product_code","VENTODISKS disc 200micrograms/blister","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"171",18848,"CPRD_product_code","QVAR EASI-BREATHE cfc/free b/act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"172",1885,"CPRD_product_code","BECLAZONE inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"173",18968,"CPRD_product_code","SALBUTAMOL conc soln inf 1mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"174",18988,"CPRD_product_code","CHOLINE THEOPHYLLINATE syrp 62.5mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","CHOLINE THEOPHYLLINATE"
"175",19031,"CPRD_product_code","BDP spacehaler 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"176",19121,"CPRD_product_code","BECLOMETASONE + SALBUTAMOL inh caps 100micrograms + 200micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"177",19350,"CPRD_product_code","AMINOPHYLLINE 62.5 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"178",19376,"CPRD_product_code","BECLOMETASONE + SALBUTAMOL inh caps 200micrograms + 400micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"179",19389,"CPRD_product_code","ASMABEC spacehaler 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"180",19401,"CPRD_product_code","BECLOMETASONE inh/compt spacer 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"181",1950,"CPRD_product_code","VENTODISKS disc 400micrograms/blister","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"182",1951,"CPRD_product_code","BECODISKS disc 400micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"183",1952,"CPRD_product_code","VENTOLIN rcap 400micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"184",1956,"CPRD_product_code","PULMICORT RESPULES neb susp 1mg/2ml","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"185",1957,"CPRD_product_code","VENTOLIN NEBULES 5mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"186",1959,"CPRD_product_code","PULMICORT RESPULES neb susp 0.5mg/2ml","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"187",1960,"CPRD_product_code","VOLMAX tabs 8mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"188",1961,"CPRD_product_code","VOLMAX tabs 4mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"189",1962,"CPRD_product_code","ATROVENT UDVs neb soln 0.25mg/ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"190",1974,"CPRD_product_code","OXIS 12 TURBOHALER 12micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"191",1975,"CPRD_product_code","OXIS 6 TURBOHALER 6 micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"192",20171,"CPRD_product_code","AMINOPHYLLINE 180 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"193",2020,"CPRD_product_code","BEROTEC inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FENOTEROL HYDROBROMIDE"
"194",20225,"CPRD_product_code","AMINOPHYLLINE 500 MG INJ","drug","38 - asthma_drugs","2014-01-27",0,"",""
"195",20825,"CPRD_product_code","SPACEHALER BDP spacehaler 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"196",20838,"CPRD_product_code","SALBUVENT tabs 2mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"197",2092,"CPRD_product_code","BUDESONIDE breath act pwdr inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"198",21005,"CPRD_product_code","BECLOMETASONE cfc free inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"199",21102,"CPRD_product_code","SALBUTAMOL sf syrp 2mg/5ml [LAGAP]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"200",21224,"CPRD_product_code","ALVESCO cfc free inh 80micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","CICLESONIDE"
"201",2125,"CPRD_product_code","PULMICORT refill canister 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"202",2147,"CPRD_product_code","THEOPHYLLINE mr cap 250mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"203",2148,"CPRD_product_code","BECLOMETASONE disc 400micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"204",21482,"CPRD_product_code","BECLOMETASONE inh 100micrograms/actuation [GEN (UK)]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"205",2152,"CPRD_product_code","IPRATROPIUM BROMIDE + SALBUTAMOL inh 20mcg + 100mcg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"206",2158,"CPRD_product_code","SODIUM CROMOGLICATE breath act inh 5mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"207",2159,"CPRD_product_code","AEROBEC AUTOHALER 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"208",2160,"CPRD_product_code","BECLOMETASONE breath act inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"209",21769,"CPRD_product_code","LASMA tabs 300mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"210",218,"CPRD_product_code","AMINOPHYLLINE 100 MG CAP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"211",21859,"CPRD_product_code","ASMAVEN inh 100micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"212",22080,"CPRD_product_code","AMINOPHYLLINE 20 ML INJ","drug","38 - asthma_drugs","2014-01-27",0,"",""
"213",2224,"CPRD_product_code","SEREVENT ACCUHALER 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"214",2229,"CPRD_product_code","BECODISKS disc 100micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"215",22313,"CPRD_product_code","VENTMAX SR mr cap 8mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"216",22430,"CPRD_product_code","SPACEHALER SALBUTAMOL spacehaler 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"217",2282,"CPRD_product_code","FLUTICASONE breath act pwdr inh 500micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"218",23269,"CPRD_product_code","MAXIVENT STERIPOULE unit dose neb soln 2.5mg/2.5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"219",2335,"CPRD_product_code","QVAR cfc free inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"220",235,"CPRD_product_code","BRICANYL inh","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"221",23567,"CPRD_product_code","RESPONTIN NEBULES 250micrograms/ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"222",23572,"CPRD_product_code","AMINOPHYLLINE SR tablets 225mg [IVAX]","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"223",23709,"CPRD_product_code","STERI-NEB IPRATROPIUM unit dose neb soln 500micrograms/2ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"224",23741,"CPRD_product_code","NOVOLIZER BUDESONIDE breath act pwdr inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"225",2395,"CPRD_product_code","SALBUTAMOL 2 MG/5ML SYR","drug","38 - asthma_drugs","2014-01-27",0,"",""
"226",23961,"CPRD_product_code","IPRATROPIUM BROMIDE inh soln 250micrograms/ml [GALEN]","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"227",24023,"CPRD_product_code","THEODROX tabs","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","ALUMINIUM HYDROXIDE"
"228",24117,"CPRD_product_code","AMINOPHYLLINE 300 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"229",24207,"CPRD_product_code","AMINOPHYLLINE PAED 50 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"230",24380,"CPRD_product_code","SODIUM CROMOGLICATE + SALBUTAMOL inh & spacer","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"231",2440,"CPRD_product_code","FLIXOTIDE ACCUHALER 500micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"232",24418,"CPRD_product_code","BIOPHYLLINE tabs 350mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"233",24674,"CPRD_product_code","BIOPHYLLINE tabs 500mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"234",24898,"CPRD_product_code","SPACEHALER BDP spacehaler 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"235",25022,"CPRD_product_code","AMINOPHYLLINE 150 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"236",25119,"CPRD_product_code","TILADE cfc free inh 2mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","NEDOCROMIL SODIUM"
"237",25125,"CPRD_product_code","AMINOPHYLLINE supp 360mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"238",25204,"CPRD_product_code","BECLOMETASONE inh 100micrograms/actuation [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"239",25339,"CPRD_product_code","MAXIVENT STERIPOULE unit dose neb soln 5mg/2.5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"240",25784,"CPRD_product_code","ATIMOS MODULITE cfc free inh 12micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"241",25937,"CPRD_product_code","AMINOPHYLLINE INTRAMUSCULAR 500 MG INJ","drug","38 - asthma_drugs","2014-01-27",0,"",""
"242",2600,"CPRD_product_code","BECLOMETASONE breath act inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"243",26063,"CPRD_product_code","BECLOMETHASONE inh 100micrograms/actuation [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"244",2609,"CPRD_product_code","FRANOL tabs","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","EPHEDRINE HYDROCHLORIDE"
"245",2655,"CPRD_product_code","AIROMIR cfc free inh 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"246",26616,"CPRD_product_code","IPRATROPIUM BROMIDE + FENOTEROL HYDROBROMIDE inh 40micrograms + 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FENOTEROL HYDROBROMIDE"
"247",26860,"CPRD_product_code","THEOPHYLLINE + EPHEDRINE SULPHATE tabs 120mg + 15mg","drug","38 - asthma_drugs","2014-01-27",3010400,"Compound bronchodilator preparations","EPHEDRINE SULPHATE"
"248",26873,"CPRD_product_code","COBUTOLIN tabs 2mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"249",26987,"CPRD_product_code","BRICANYL comp tabs","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"250",27188,"CPRD_product_code","EASYHALER BUDESONIDE breath act pwdr inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"251",2722,"CPRD_product_code","DUOVENT inh 40micrograms + 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010400,"Compound bronchodilator preparations","FENOTEROL HYDROBROMIDE"
"252",2723,"CPRD_product_code","FLUTICASONE inh 25micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"253",27249,"CPRD_product_code","DO-DO CHESTEZE tabs","drug","38 - asthma_drugs","2014-01-27",3010400,"Compound bronchodilator preparations","THEOPHYLLINE"
"254",273,"CPRD_product_code","THEOPHYLLINE 200 MG CAP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"255",27340,"CPRD_product_code","SALBUVENT inj 0.5mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"256",27505,"CPRD_product_code","IPRATROPIUM BROMIDE + FENOTEROL HYDROBROMIDE breath act inh 40micrograms + 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010400,"Compound bronchodilator preparations","IPRATROPIUM BROMIDE"
"257",2757,"CPRD_product_code","SLO-PHYLLIN caps 250mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"258",2758,"CPRD_product_code","BRICANYL refill canister","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"259",27593,"CPRD_product_code","AMINOPHYLLINE 350 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"260",27679,"CPRD_product_code","BECLOMETHASONE breath act inh 100micrograms/actuation [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"261",27842,"CPRD_product_code","AMINOPHYLLINE 2 ML INJ","drug","38 - asthma_drugs","2014-01-27",0,"",""
"262",27944,"CPRD_product_code","TEDRAL elixir","drug","38 - asthma_drugs","2014-01-27",3010400,"Compound bronchodilator preparations","EPHEDRINE HYDROCHLORIDE"
"263",28073,"CPRD_product_code","BECLOMETHASONE breath act inh 250micrograms/actuation [APS]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"264",282,"CPRD_product_code","SALBUTAMOL sf oral soln 2mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"265",28241,"CPRD_product_code","MIN-I-JET AMINOPHYLLINE inj 250mg/10ml","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"266",2850,"CPRD_product_code","SALBUTAMOL inh caps 400micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"267",28508,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation [IVAX]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"268",2851,"CPRD_product_code","VENTOLIN rcap 200micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"269",28577,"CPRD_product_code","VENTOLIN inj 50micrograms/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"270",2862,"CPRD_product_code","DUOVENT AUTOHALER breath act inh","drug","38 - asthma_drugs","2014-01-27",3010400,"Compound bronchodilator preparations","IPRATROPIUM BROMIDE"
"271",28640,"CPRD_product_code","BECLOMETASONE inh 100micrograms/actuation [ALPHAR/COX]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"272",2869,"CPRD_product_code","SALBUTAMOL mr tab 8mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"273",28761,"CPRD_product_code","SPACEHALER BDP spacehaler 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"274",28881,"CPRD_product_code","SALBUTAMOL sf syrp [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"275",2892,"CPRD_product_code","BECLOFORTE disks (refill pack) 400micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"276",2893,"CPRD_product_code","BECLOMETASONE disc 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"277",2911,"CPRD_product_code","SODIUM CROMOGLICATE inh caps 20mg","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"278",29267,"CPRD_product_code","SALBUVENT tabs 4mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"279",29273,"CPRD_product_code","AMINOPHYLLINE mr tab 225mg [HILLCROSS]","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"280",29325,"CPRD_product_code","BECLOMETASONE inh 250micrograms/actuation [GEN (UK)]","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"281",29475,"CPRD_product_code","BECLOMETHASONE DIPROPIONATE .02 ML LOT","drug","38 - asthma_drugs","2014-01-27",0,"",""
"282",2951,"CPRD_product_code","FLUTICASONE inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"283",2978,"CPRD_product_code","SALBUTAMOL breath act pwdr inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"284",2992,"CPRD_product_code","BECLAZONE inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"285",2994,"CPRD_product_code","ATROVENT AEROCAPS 40mcg","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"286",2995,"CPRD_product_code","NUELIN SA tabs 175mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"287",30118,"CPRD_product_code","SALBUTAMOL cfc free inh 100micrograms/inhalation [APS]","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"288",3018,"CPRD_product_code","BECLOMETASONE inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
